0.874557	0.251961	0.414325
-0.419328	0.016617	-0.907682
0.980428	-0.115741	0.159264
0.20722	-0.822461	0.529733
-0.496918	-0.258648	-0.828356
0.220158	-0.89912	-0.378304
-0.533127	-0.682115	-0.500494
-0.825706	0.412067	-0.385241
-0.118433	-0.394992	-0.911019
-0.214944	-0.748508	0.627324
-0.218711	-0.700932	0.678867
0.813743	0.300178	0.49771
-0.822254	-0.233296	0.519107
0.129764	0.984961	0.114071
-0.298496	0.403908	0.86473
0.989704	0.0993169	-0.103062
0.977451	0.0849353	0.193326
0.485945	-0.861161	-0.149194
-0.564653	-0.613616	-0.551945
-0.583348	0.51301	0.629702
-0.0320251	-0.888936	-0.45691
-0.734354	0.673612	-0.0834909
0.0201913	-0.985682	0.167404
0.914113	0.0488733	0.402504
-0.845716	-0.429231	-0.317057
-0.586221	0.229618	0.77693
0.138759	0.940358	0.3106
0.537108	-0.108768	0.836471
0.827721	-0.152752	0.539948
0.0227953	0.688597	0.724786
0.50273	-0.761391	-0.409324
-0.159011	-0.829335	-0.535648
0.130582	0.179946	-0.974971
0.546296	0.542466	0.638194
-0.944891	-0.238466	0.224308
-0.892726	-0.435598	-0.115298
0.842418	0.0314069	0.537909
0.818141	0.331879	-0.469577
0.433316	-0.23205	0.870856
-0.167357	-0.855681	0.489696
0.324306	0.63855	-0.69791
0.203266	0.874127	-0.441117
-0.163142	-0.645158	0.746429
-0.27721	0.95633	-0.0926724
0.916221	0.133942	0.377623
0.967079	-0.188247	-0.171237
0.912908	-0.378422	-0.152958
-0.348307	0.351355	0.869041
0.825739	-0.438122	-0.355253
-0.860074	-0.0846524	0.503098
0.7593	0.625289	0.180216
0.757606	0.528146	0.383529
0.9545	-0.155481	-0.254472
0.19121	0.980064	-0.0539793
0.410549	-0.908581	-0.0770143
0.328463	-0.478177	-0.81453
-0.0207951	0.993309	0.113601
0.578927	0.793305	0.188443
-0.273089	0.248813	0.929255
-0.930708	0.355628	0.0855118
0.133705	-0.453969	-0.880929
0.347482	0.936595	-0.0452411
-0.342559	0.886248	-0.311799
-0.352699	-0.758329	-0.548216
0.119474	-0.673585	-0.72939
0.88614	-0.095343	0.453504
-0.0806187	-0.640876	0.763399
-0.396546	-0.855369	-0.33331
-0.0118749	-0.955922	-0.29338
0.922335	0.288991	-0.25648
-0.462622	-0.494641	-0.735739
0.340958	0.298694	-0.891364
0.652459	-0.75081	-0.102863
0.196744	-0.438937	-0.876713
-0.589507	-0.726245	0.353623
0.854571	0.267782	0.444973
-0.183673	-0.858785	-0.478281
0.343553	0.667879	-0.660235
-0.67698	0.546323	-0.493183
0.475053	-0.755192	-0.451674
0.810176	-0.0217163	0.585784
0.875805	0.19717	-0.440556
-0.648736	0.550337	0.525614
0.454399	-0.771966	-0.44451
-0.5448	0.825974	-0.144775
-0.398728	0.471168	0.786776
0.108768	-0.730806	0.673864
-0.723271	-0.123531	-0.679426
-0.291324	-0.917627	0.270354
-0.375579	-0.447725	-0.81147
-0.49949	-0.760032	0.415766
-0.507904	0.168009	-0.844871
-0.623028	0.78141	0.0351224
-0.510466	-0.434657	-0.741955
-0.518965	-0.157229	0.840211
0.402475	-0.365407	-0.83934
-0.112936	0.27896	0.953639
-0.574688	0.802234	0.161723
-0.442104	0.101198	0.891237
0.681267	0.624897	-0.381286
0.813326	0.382215	-0.438648
-0.860979	0.299079	-0.411421
-0.817019	-0.465365	-0.340463
0.915324	-0.0137488	0.402484
0.2174	0.963957	0.153375
0.316886	-0.743593	0.588772
0.291554	0.474447	-0.8306
-0.5652	-0.426361	-0.706233
-0.0868709	-0.227061	0.969998
0.337113	-0.882678	-0.327466
0.789031	0.104408	0.605417
-0.0908408	0.945875	-0.311559
0.335495	0.406264	0.849937
-0.899213	-0.418848	0.126421
-0.418133	0.285423	-0.86238
-0.741662	-0.579613	-0.337618
0.41012	0.860661	0.301767
0.147424	0.668132	0.729291
0.699273	-0.666234	0.259132
0.240354	0.969395	-0.0500237
0.0236201	-0.858166	-0.512829
-0.749507	-0.0109524	0.661906
0.330873	-0.182261	-0.925907
-0.756692	0.268357	0.596156
0.696157	0.0996407	-0.710941
-0.915411	0.0994084	-0.390053
-0.815463	-0.530515	-0.231459
0.597187	-0.334874	-0.728854
0.0773523	0.687273	0.722269
-0.515119	0.267868	0.814186
-0.182834	0.552966	-0.812896
-0.209406	0.97269	-0.100114
-0.196018	0.62377	-0.756629
0.0850395	-0.528615	0.844591
0.572058	0.46288	0.67712
0.174281	0.441978	0.879933
-0.915755	0.387977	0.104246
-0.924932	-0.371508	-0.0805133
0.0861818	0.301554	-0.949546
-0.250619	-0.244389	-0.93673
0.267081	0.265086	0.926497
-0.0196218	0.138522	-0.990165
0.580365	0.814274	-0.0115507
0.511253	0.215749	-0.831909
-0.248011	-0.146362	0.957637
-0.885558	0.201395	-0.418601
0.662078	-0.697973	0.272922
-0.438947	0.582615	-0.684021
0.364938	-0.909186	-0.200503
0.434846	-0.22207	-0.872693
-0.20987	0.907891	0.36289
-0.734614	0.266003	-0.624168
0.894804	0.431275	0.115447
-0.691323	0.683979	-0.232908
0.491573	0.552377	0.673228
